"region","utbildningsnivå","ålder","kön","X2019"
"Ängelholm","gymnasial utbildning, 3 år","25-34 år","kvinnor",882
"Ängelholm","gymnasial utbildning, 3 år","35-44 år","män",1039
"Ängelholm","gymnasial utbildning, 3 år","35-44 år","kvinnor",712
"Ängelholm","gymnasial utbildning, 3 år","45-54 år","män",547
"Ängelholm","gymnasial utbildning, 3 år","45-54 år","kvinnor",638
"Ängelholm","gymnasial utbildning, 3 år","55-64 år","män",344
"Ängelholm","gymnasial utbildning, 3 år","55-64 år","kvinnor",406
"Ängelholm","gymnasial utbildning, 3 år","65-74 år","män",386
"Ängelholm","gymnasial utbildning, 3 år","65-74 år","kvinnor",251
"Ängelholm","gymnasial utbildning, 3 år","75-84 år","män",252
"Ängelholm","gymnasial utbildning, 3 år","75-84 år","kvinnor",108
"Ängelholm","gymnasial utbildning, 3 år","85-94 år","män",53
"Ängelholm","gymnasial utbildning, 3 år","85-94 år","kvinnor",34
"Ängelholm","gymnasial utbildning, 3 år","95+ år","män",5
"Ängelholm","gymnasial utbildning, 3 år","95+ år","kvinnor",5
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","16-24 år","män",101
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","16-24 år","kvinnor",161
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","25-34 år","män",355
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","25-34 år","kvinnor",401
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","35-44 år","män",364
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","35-44 år","kvinnor",404
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","45-54 år","män",478
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","45-54 år","kvinnor",522
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","55-64 år","män",404
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","55-64 år","kvinnor",495
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","65-74 år","män",346
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","65-74 år","kvinnor",386
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","75-84 år","män",156
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","75-84 år","kvinnor",217
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","85-94 år","män",41
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","85-94 år","kvinnor",63
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","95+ år","män",2
"Ängelholm","eftergymnasial utbildning, mindre än 3 år","95+ år","kvinnor",9
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","16-24 år","män",28
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","16-24 år","kvinnor",57
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","25-34 år","män",315
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","25-34 år","kvinnor",759
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","35-44 år","män",503
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","35-44 år","kvinnor",887
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","45-54 år","män",453
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","45-54 år","kvinnor",807
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","55-64 år","män",345
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","55-64 år","kvinnor",525
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","65-74 år","män",363
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","65-74 år","kvinnor",519
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","75-84 år","män",262
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","75-84 år","kvinnor",281
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","85-94 år","män",78
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","85-94 år","kvinnor",74
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","95+ år","män",3
"Ängelholm","eftergymnasial utbildning, 3 år eller mer","95+ år","kvinnor",7
"Ängelholm","forskarutbildning","16-24 år","män",0
"Ängelholm","forskarutbildning","16-24 år","kvinnor",0
"Ängelholm","forskarutbildning","25-34 år","män",2
"Ängelholm","forskarutbildning","25-34 år","kvinnor",0
"Ängelholm","forskarutbildning","35-44 år","män",8
"Ängelholm","forskarutbildning","35-44 år","kvinnor",9
"Ängelholm","forskarutbildning","45-54 år","män",13
"Ängelholm","forskarutbildning","45-54 år","kvinnor",11
"Ängelholm","forskarutbildning","55-64 år","män",11
"Ängelholm","forskarutbildning","55-64 år","kvinnor",12
"Ängelholm","forskarutbildning","65-74 år","män",34
"Ängelholm","forskarutbildning","65-74 år","kvinnor",11
"Ängelholm","forskarutbildning","75-84 år","män",22
"Ängelholm","forskarutbildning","75-84 år","kvinnor",5
"Ängelholm","forskarutbildning","85-94 år","män",4
"Ängelholm","forskarutbildning","85-94 år","kvinnor",0
"Ängelholm","forskarutbildning","95+ år","män",1
"Ängelholm","forskarutbildning","95+ år","kvinnor",0
"Ängelholm","uppgift om utbildningsnivå saknas","16-24 år","män",117
"Ängelholm","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",63
"Ängelholm","uppgift om utbildningsnivå saknas","25-34 år","män",112
"Ängelholm","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",72
"Ängelholm","uppgift om utbildningsnivå saknas","35-44 år","män",80
"Ängelholm","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",37
"Ängelholm","uppgift om utbildningsnivå saknas","45-54 år","män",53
"Ängelholm","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",21
"Ängelholm","uppgift om utbildningsnivå saknas","55-64 år","män",30
"Ängelholm","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",22
"Ängelholm","uppgift om utbildningsnivå saknas","65-74 år","män",24
"Ängelholm","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",24
"Ängelholm","uppgift om utbildningsnivå saknas","75-84 år","män",20
"Ängelholm","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",30
"Ängelholm","uppgift om utbildningsnivå saknas","85-94 år","män",5
"Ängelholm","uppgift om utbildningsnivå saknas","85-94 år","kvinnor",16
"Ängelholm","uppgift om utbildningsnivå saknas","95+ år","män",1
"Ängelholm","uppgift om utbildningsnivå saknas","95+ år","kvinnor",1
"Hässleholm","förgymnasial utbildning kortare än 9 år","16-24 år","män",31
"Hässleholm","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",27
"Hässleholm","förgymnasial utbildning kortare än 9 år","25-34 år","män",95
"Hässleholm","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",75
"Hässleholm","förgymnasial utbildning kortare än 9 år","35-44 år","män",117
"Hässleholm","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",141
"Hässleholm","förgymnasial utbildning kortare än 9 år","45-54 år","män",81
"Hässleholm","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",110
"Hässleholm","förgymnasial utbildning kortare än 9 år","55-64 år","män",93
"Hässleholm","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",109
"Hässleholm","förgymnasial utbildning kortare än 9 år","65-74 år","män",578
"Hässleholm","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",385
"Hässleholm","förgymnasial utbildning kortare än 9 år","75-84 år","män",811
"Hässleholm","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",766
"Hässleholm","förgymnasial utbildning kortare än 9 år","85-94 år","män",336
"Hässleholm","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",485
"Hässleholm","förgymnasial utbildning kortare än 9 år","95+ år","män",34
"Hässleholm","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",69
"Hässleholm","förgymnasial utbildning, 9 (10) år","16-24 år","män",1218
"Hässleholm","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",1028
"Hässleholm","förgymnasial utbildning, 9 (10) år","25-34 år","män",431
"Hässleholm","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",262
"Hässleholm","förgymnasial utbildning, 9 (10) år","35-44 år","män",334
"Hässleholm","förgymnasial utbildning, 9 (10) år","35-44 år","kvinnor",196
"Hässleholm","förgymnasial utbildning, 9 (10) år","45-54 år","män",440
"Hässleholm","förgymnasial utbildning, 9 (10) år","45-54 år","kvinnor",229
"Hässleholm","förgymnasial utbildning, 9 (10) år","55-64 år","män",677
"Hässleholm","förgymnasial utbildning, 9 (10) år","55-64 år","kvinnor",385
"Hässleholm","förgymnasial utbildning, 9 (10) år","65-74 år","män",504
"Hässleholm","förgymnasial utbildning, 9 (10) år","65-74 år","kvinnor",417
"Hässleholm","förgymnasial utbildning, 9 (10) år","75-84 år","män",83
"Hässleholm","förgymnasial utbildning, 9 (10) år","75-84 år","kvinnor",171
"Hässleholm","förgymnasial utbildning, 9 (10) år","85-94 år","män",12
"Hässleholm","förgymnasial utbildning, 9 (10) år","85-94 år","kvinnor",58
"Hässleholm","förgymnasial utbildning, 9 (10) år","95+ år","män",1
"Hässleholm","förgymnasial utbildning, 9 (10) år","95+ år","kvinnor",8
"Hässleholm","gymnasial utbildning, högst 2 år","16-24 år","män",98
"Hässleholm","gymnasial utbildning, högst 2 år","16-24 år","kvinnor",67
"Hässleholm","gymnasial utbildning, högst 2 år","25-34 år","män",269
"Hässleholm","gymnasial utbildning, högst 2 år","25-34 år","kvinnor",258
"Hässleholm","gymnasial utbildning, högst 2 år","35-44 år","män",343
"Hässleholm","gymnasial utbildning, högst 2 år","35-44 år","kvinnor",294
"Hässleholm","gymnasial utbildning, högst 2 år","45-54 år","män",1385
"Hässleholm","gymnasial utbildning, högst 2 år","45-54 år","kvinnor",943
"Hässleholm","gymnasial utbildning, högst 2 år","55-64 år","män",1268
"Hässleholm","gymnasial utbildning, högst 2 år","55-64 år","kvinnor",1135
"Hässleholm","gymnasial utbildning, högst 2 år","65-74 år","män",759
"Hässleholm","gymnasial utbildning, högst 2 år","65-74 år","kvinnor",1168
"Hässleholm","gymnasial utbildning, högst 2 år","75-84 år","män",447
"Hässleholm","gymnasial utbildning, högst 2 år","75-84 år","kvinnor",782
"Hässleholm","gymnasial utbildning, högst 2 år","85-94 år","män",125
"Hässleholm","gymnasial utbildning, högst 2 år","85-94 år","kvinnor",278
"Hässleholm","gymnasial utbildning, högst 2 år","95+ år","män",14
"Hässleholm","gymnasial utbildning, högst 2 år","95+ år","kvinnor",28
"Hässleholm","gymnasial utbildning, 3 år","16-24 år","män",1036
"Hässleholm","gymnasial utbildning, 3 år","16-24 år","kvinnor",966
"Hässleholm","gymnasial utbildning, 3 år","25-34 år","män",1451
"Hässleholm","gymnasial utbildning, 3 år","25-34 år","kvinnor",1093
"Hässleholm","gymnasial utbildning, 3 år","35-44 år","män",1108
"Hässleholm","gymnasial utbildning, 3 år","35-44 år","kvinnor",802
"Hässleholm","gymnasial utbildning, 3 år","45-54 år","män",525
"Hässleholm","gymnasial utbildning, 3 år","45-54 år","kvinnor",715
"Hässleholm","gymnasial utbildning, 3 år","55-64 år","män",328
"Hässleholm","gymnasial utbildning, 3 år","55-64 år","kvinnor",431
"Hässleholm","gymnasial utbildning, 3 år","65-74 år","män",422
"Hässleholm","gymnasial utbildning, 3 år","65-74 år","kvinnor",248
"Hässleholm","gymnasial utbildning, 3 år","75-84 år","män",270
"Hässleholm","gymnasial utbildning, 3 år","75-84 år","kvinnor",104
"Hässleholm","gymnasial utbildning, 3 år","85-94 år","män",62
"Hässleholm","gymnasial utbildning, 3 år","85-94 år","kvinnor",19
"Hässleholm","gymnasial utbildning, 3 år","95+ år","män",3
"Hässleholm","gymnasial utbildning, 3 år","95+ år","kvinnor",2
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","16-24 år","män",161
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","16-24 år","kvinnor",215
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","25-34 år","män",510
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","25-34 år","kvinnor",528
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","35-44 år","män",444
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","35-44 år","kvinnor",367
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","45-54 år","män",569
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","45-54 år","kvinnor",474
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","55-64 år","män",423
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","55-64 år","kvinnor",446
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","65-74 år","män",340
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","65-74 år","kvinnor",332
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","75-84 år","män",174
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","75-84 år","kvinnor",189
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","85-94 år","män",36
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","85-94 år","kvinnor",42
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","95+ år","män",2
"Hässleholm","eftergymnasial utbildning, mindre än 3 år","95+ år","kvinnor",10
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","16-24 år","män",21
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","16-24 år","kvinnor",63
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","25-34 år","män",374
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","25-34 år","kvinnor",830
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","35-44 år","män",496
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","35-44 år","kvinnor",924
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","45-54 år","män",449
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","45-54 år","kvinnor",936
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","55-64 år","män",352
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","55-64 år","kvinnor",523
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","65-74 år","män",407
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","65-74 år","kvinnor",403
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","75-84 år","män",221
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","75-84 år","kvinnor",231
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","85-94 år","män",49
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","85-94 år","kvinnor",47
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","95+ år","män",1
"Hässleholm","eftergymnasial utbildning, 3 år eller mer","95+ år","kvinnor",6
"Hässleholm","forskarutbildning","16-24 år","män",0
"Hässleholm","forskarutbildning","16-24 år","kvinnor",0
"Hässleholm","forskarutbildning","25-34 år","män",1
"Hässleholm","forskarutbildning","25-34 år","kvinnor",1
"Hässleholm","forskarutbildning","35-44 år","män",9
"Hässleholm","forskarutbildning","35-44 år","kvinnor",13
"Hässleholm","forskarutbildning","45-54 år","män",19
"Hässleholm","forskarutbildning","45-54 år","kvinnor",17
"Hässleholm","forskarutbildning","55-64 år","män",19
"Hässleholm","forskarutbildning","55-64 år","kvinnor",18
"Hässleholm","forskarutbildning","65-74 år","män",19
"Hässleholm","forskarutbildning","65-74 år","kvinnor",8
"Hässleholm","forskarutbildning","75-84 år","män",7
"Hässleholm","forskarutbildning","75-84 år","kvinnor",3
"Hässleholm","forskarutbildning","85-94 år","män",6
"Hässleholm","forskarutbildning","85-94 år","kvinnor",0
"Hässleholm","forskarutbildning","95+ år","män",0
"Hässleholm","forskarutbildning","95+ år","kvinnor",0
"Hässleholm","uppgift om utbildningsnivå saknas","16-24 år","män",167
"Hässleholm","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",122
"Hässleholm","uppgift om utbildningsnivå saknas","25-34 år","män",113
"Hässleholm","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",88
"Hässleholm","uppgift om utbildningsnivå saknas","35-44 år","män",115
"Hässleholm","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",60
"Hässleholm","uppgift om utbildningsnivå saknas","45-54 år","män",59
"Hässleholm","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",39
"Hässleholm","uppgift om utbildningsnivå saknas","55-64 år","män",42
"Hässleholm","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",27
"Hässleholm","uppgift om utbildningsnivå saknas","65-74 år","män",54
"Hässleholm","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",34
"Hässleholm","uppgift om utbildningsnivå saknas","75-84 år","män",35
"Hässleholm","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",40
