"region","hushållstyp","boendeform","X2019"
"Uddevalla","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",100
"Uddevalla","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",15
"Uddevalla","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",88
"Uddevalla","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",397
"Uddevalla","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Uddevalla","sammanboende med barn 0-24 år, 2 barn","övrigt boende",20
"Uddevalla","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",40
"Uddevalla","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",687
"Uddevalla","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",17
"Uddevalla","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",11
"Uddevalla","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",55
"Uddevalla","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",331
"Uddevalla","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Uddevalla","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",13
"Uddevalla","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",15
"Uddevalla","övriga hushåll utan barn 0-24 år","småhus, äganderätt",687
"Uddevalla","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",16
"Uddevalla","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",8
"Uddevalla","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",138
"Uddevalla","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",520
"Uddevalla","övriga hushåll utan barn 0-24 år","specialbostad",26
"Uddevalla","övriga hushåll utan barn 0-24 år","övrigt boende",24
"Uddevalla","övriga hushåll utan barn 0-24 år","uppgift saknas",9
"Uddevalla","övriga hushåll med barn 0-24 år","småhus, äganderätt",303
"Uddevalla","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",8
"Uddevalla","övriga hushåll med barn 0-24 år","småhus, hyresrätt",10
"Uddevalla","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",45
"Uddevalla","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",232
"Uddevalla","övriga hushåll med barn 0-24 år","specialbostad",0
"Uddevalla","övriga hushåll med barn 0-24 år","övrigt boende",16
"Uddevalla","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Strömstad","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",134
"Strömstad","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",14
"Strömstad","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",9
"Strömstad","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",74
"Strömstad","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",250
"Strömstad","ensamstående kvinnor -64 år utan barn","specialbostad",0
"Strömstad","ensamstående kvinnor -64 år utan barn","övrigt boende",18
"Strömstad","ensamstående kvinnor -64 år utan barn","uppgift saknas",45
"Strömstad","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",227
"Strömstad","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",20
"Strömstad","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",0
"Strömstad","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",67
"Strömstad","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",275
"Strömstad","ensamstående kvinnor 65- år utan barn","specialbostad",40
"Strömstad","ensamstående kvinnor 65- år utan barn","övrigt boende",11
"Strömstad","ensamstående kvinnor 65- år utan barn","uppgift saknas",16
"Strömstad","ensamstående män -64 år utan barn","småhus, äganderätt",221
"Strömstad","ensamstående män -64 år utan barn","småhus, bostadsrätt",26
"Strömstad","ensamstående män -64 år utan barn","småhus, hyresrätt",10
"Strömstad","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",96
"Strömstad","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",290
"Strömstad","ensamstående män -64 år utan barn","specialbostad",10
"Strömstad","ensamstående män -64 år utan barn","övrigt boende",17
"Strömstad","ensamstående män -64 år utan barn","uppgift saknas",90
"Strömstad","ensamstående män 65- år utan barn","småhus, äganderätt",223
"Strömstad","ensamstående män 65- år utan barn","småhus, bostadsrätt",12
"Strömstad","ensamstående män 65- år utan barn","småhus, hyresrätt",6
"Strömstad","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",32
"Strömstad","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",117
"Strömstad","ensamstående män 65- år utan barn","specialbostad",24
"Strömstad","ensamstående män 65- år utan barn","övrigt boende",7
"Strömstad","ensamstående män 65- år utan barn","uppgift saknas",12
"Strömstad","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",87
"Strömstad","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",20
"Strömstad","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",0
"Strömstad","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",27
"Strömstad","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",97
"Strömstad","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Strömstad","ensamstående kvinnor med barn 0-24 år","övrigt boende",0
"Strömstad","ensamstående kvinnor med barn 0-24 år","uppgift saknas",7
"Strömstad","ensamstående män med barn 0-24 år","småhus, äganderätt",60
"Strömstad","ensamstående män med barn 0-24 år","småhus, bostadsrätt",0
"Strömstad","ensamstående män med barn 0-24 år","småhus, hyresrätt",0
"Strömstad","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",0
"Strömstad","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",15
"Strömstad","ensamstående män med barn 0-24 år","specialbostad",0
"Strömstad","ensamstående män med barn 0-24 år","övrigt boende",0
"Strömstad","ensamstående män med barn 0-24 år","uppgift saknas",7
"Strömstad","sammanboende utan barn","småhus, äganderätt",1010
"Strömstad","sammanboende utan barn","småhus, bostadsrätt",48
"Strömstad","sammanboende utan barn","småhus, hyresrätt",6
"Strömstad","sammanboende utan barn","flerbostadshus, bostadsrätt",111
"Strömstad","sammanboende utan barn","flerbostadshus, hyresrätt",240
"Strömstad","sammanboende utan barn","specialbostad",6
"Strömstad","sammanboende utan barn","övrigt boende",15
"Strömstad","sammanboende utan barn","uppgift saknas",17
"Strömstad","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",250
"Strömstad","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",15
"Strömstad","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",0
"Strömstad","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",33
"Strömstad","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",64
"Strömstad","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Strömstad","sammanboende med barn 0-24 år, 1 barn","övrigt boende",7
"Strömstad","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",15
"Strömstad","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",442
"Strömstad","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",23
"Strömstad","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",0
"Strömstad","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",12
"Strömstad","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",60
"Strömstad","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Strömstad","sammanboende med barn 0-24 år, 2 barn","övrigt boende",5
"Strömstad","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",12
"Strömstad","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",166
"Strömstad","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",8
"Strömstad","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",0
"Strömstad","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",0
"Strömstad","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",40
"Strömstad","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Strömstad","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",0
"Strömstad","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",6
"Strömstad","övriga hushåll utan barn 0-24 år","småhus, äganderätt",269
"Strömstad","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",11
"Strömstad","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",5
"Strömstad","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",40
"Strömstad","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",109
"Strömstad","övriga hushåll utan barn 0-24 år","specialbostad",7
"Strömstad","övriga hushåll utan barn 0-24 år","övrigt boende",6
"Strömstad","övriga hushåll utan barn 0-24 år","uppgift saknas",0
"Strömstad","övriga hushåll med barn 0-24 år","småhus, äganderätt",135
"Strömstad","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",8
"Strömstad","övriga hushåll med barn 0-24 år","småhus, hyresrätt",5
"Strömstad","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",6
"Strömstad","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",66
"Strömstad","övriga hushåll med barn 0-24 år","specialbostad",0
"Strömstad","övriga hushåll med barn 0-24 år","övrigt boende",0
"Strömstad","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Vänersborg","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",236
"Vänersborg","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",29
"Vänersborg","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",45
"Vänersborg","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",315
"Vänersborg","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",741
"Vänersborg","ensamstående kvinnor -64 år utan barn","specialbostad",26
"Vänersborg","ensamstående kvinnor -64 år utan barn","övrigt boende",30
"Vänersborg","ensamstående kvinnor -64 år utan barn","uppgift saknas",104
"Vänersborg","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",503
"Vänersborg","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",93
"Vänersborg","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",50
"Vänersborg","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",554
"Vänersborg","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",714
"Vänersborg","ensamstående kvinnor 65- år utan barn","specialbostad",188
"Vänersborg","ensamstående kvinnor 65- år utan barn","övrigt boende",12
"Vänersborg","ensamstående kvinnor 65- år utan barn","uppgift saknas",53
"Vänersborg","ensamstående män -64 år utan barn","småhus, äganderätt",597
"Vänersborg","ensamstående män -64 år utan barn","småhus, bostadsrätt",16
"Vänersborg","ensamstående män -64 år utan barn","småhus, hyresrätt",39
"Vänersborg","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",486
"Vänersborg","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",963
"Vänersborg","ensamstående män -64 år utan barn","specialbostad",66
"Vänersborg","ensamstående män -64 år utan barn","övrigt boende",48
"Vänersborg","ensamstående män -64 år utan barn","uppgift saknas",246
"Vänersborg","ensamstående män 65- år utan barn","småhus, äganderätt",400
"Vänersborg","ensamstående män 65- år utan barn","småhus, bostadsrätt",33
"Vänersborg","ensamstående män 65- år utan barn","småhus, hyresrätt",16
"Vänersborg","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",247
"Vänersborg","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",279
"Vänersborg","ensamstående män 65- år utan barn","specialbostad",108
"Vänersborg","ensamstående män 65- år utan barn","övrigt boende",5
"Vänersborg","ensamstående män 65- år utan barn","uppgift saknas",32
"Vänersborg","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",178
"Vänersborg","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",28
"Vänersborg","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",40
"Vänersborg","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",75
"Vänersborg","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",451
"Vänersborg","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Vänersborg","ensamstående kvinnor med barn 0-24 år","övrigt boende",12
"Vänersborg","ensamstående kvinnor med barn 0-24 år","uppgift saknas",27
"Vänersborg","ensamstående män med barn 0-24 år","småhus, äganderätt",150
"Vänersborg","ensamstående män med barn 0-24 år","småhus, bostadsrätt",8
"Vänersborg","ensamstående män med barn 0-24 år","småhus, hyresrätt",5
"Vänersborg","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",17
"Vänersborg","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",61
"Vänersborg","ensamstående män med barn 0-24 år","specialbostad",0
"Vänersborg","ensamstående män med barn 0-24 år","övrigt boende",0
"Vänersborg","ensamstående män med barn 0-24 år","uppgift saknas",7
"Vänersborg","sammanboende utan barn","småhus, äganderätt",3027
"Vänersborg","sammanboende utan barn","småhus, bostadsrätt",155
"Vänersborg","sammanboende utan barn","småhus, hyresrätt",79
"Vänersborg","sammanboende utan barn","flerbostadshus, bostadsrätt",721
"Vänersborg","sammanboende utan barn","flerbostadshus, hyresrätt",748
"Vänersborg","sammanboende utan barn","specialbostad",38
"Vänersborg","sammanboende utan barn","övrigt boende",44
"Vänersborg","sammanboende utan barn","uppgift saknas",51
"Vänersborg","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",860
"Vänersborg","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",39
"Vänersborg","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",25
"Vänersborg","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",91
"Vänersborg","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",185
"Vänersborg","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Vänersborg","sammanboende med barn 0-24 år, 1 barn","övrigt boende",8
"Vänersborg","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",20
"Vänersborg","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",1296
"Vänersborg","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",50
"Vänersborg","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",25
"Vänersborg","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",95
"Vänersborg","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",187
"Vänersborg","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Vänersborg","sammanboende med barn 0-24 år, 2 barn","övrigt boende",7
"Vänersborg","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",26
"Vänersborg","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",563
"Vänersborg","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",14
"Vänersborg","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",32
"Vänersborg","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",33
"Vänersborg","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",185
"Vänersborg","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Vänersborg","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",9
"Vänersborg","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",18
"Vänersborg","övriga hushåll utan barn 0-24 år","småhus, äganderätt",474
"Vänersborg","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",12
"Vänersborg","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",17
"Vänersborg","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",135
"Vänersborg","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",255
"Vänersborg","övriga hushåll utan barn 0-24 år","specialbostad",18
"Vänersborg","övriga hushåll utan barn 0-24 år","övrigt boende",13
"Vänersborg","övriga hushåll utan barn 0-24 år","uppgift saknas",0
"Vänersborg","övriga hushåll med barn 0-24 år","småhus, äganderätt",168
"Vänersborg","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",0
