"region","kön","ålder","MedTyp","X2018"
"Ale","kvinnor","20-24 år","Medelvärde",184.6
"Ale","kvinnor","20-24 år","Median",181.4
"Ale","totalt","totalt 16+ år","Medelvärde",308.4
"Ale","totalt","totalt 16+ år","Median",303.6
"Ale","totalt","16-19 år","Medelvärde",32
"Ale","totalt","16-19 år","Median",8.8
"Ale","totalt","totalt 20+ år","Medelvärde",326.3
"Ale","totalt","totalt 20+ år","Median",317
"Ale","totalt","20-24 år","Medelvärde",202.4
"Ale","totalt","20-24 år","Median",200.8
"Lerum","män","totalt 16+ år","Medelvärde",396.5
"Lerum","män","totalt 16+ år","Median",376.5
"Lerum","män","16-19 år","Medelvärde",25.5
"Lerum","män","16-19 år","Median",6
"Lerum","män","totalt 20+ år","Medelvärde",423.7
"Lerum","män","totalt 20+ år","Median",393
"Lerum","män","20-24 år","Medelvärde",190.6
"Lerum","män","20-24 år","Median",187.1
"Lerum","kvinnor","totalt 16+ år","Medelvärde",291.7
"Lerum","kvinnor","totalt 16+ år","Median",280.2
"Lerum","kvinnor","16-19 år","Medelvärde",28.9
"Lerum","kvinnor","16-19 år","Median",8.8
"Lerum","kvinnor","totalt 20+ år","Medelvärde",309.2
"Lerum","kvinnor","totalt 20+ år","Median",294.5
"Lerum","kvinnor","20-24 år","Medelvärde",169.2
"Lerum","kvinnor","20-24 år","Median",163.3
"Lerum","totalt","totalt 16+ år","Medelvärde",343.9
"Lerum","totalt","totalt 16+ år","Median",324.2
"Lerum","totalt","16-19 år","Medelvärde",27.2
"Lerum","totalt","16-19 år","Median",7.6
"Lerum","totalt","totalt 20+ år","Medelvärde",366
"Lerum","totalt","totalt 20+ år","Median",340
"Lerum","totalt","20-24 år","Medelvärde",181.1
"Lerum","totalt","20-24 år","Median",173
"Vårgårda","män","totalt 16+ år","Medelvärde",317.3
"Vårgårda","män","totalt 16+ år","Median",324.7
"Vårgårda","män","16-19 år","Medelvärde",31.2
"Vårgårda","män","16-19 år","Median",8.6
"Vårgårda","män","totalt 20+ år","Medelvärde",334.9
"Vårgårda","män","totalt 20+ år","Median",336.5
"Vårgårda","män","20-24 år","Medelvärde",223.9
"Vårgårda","män","20-24 år","Median",251.3
"Vårgårda","kvinnor","totalt 16+ år","Medelvärde",241.2
"Vårgårda","kvinnor","totalt 16+ år","Median",230.6
"Vårgårda","kvinnor","16-19 år","Medelvärde",33.1
"Vårgårda","kvinnor","16-19 år","Median",11.6
"Vårgårda","kvinnor","totalt 20+ år","Medelvärde",253.3
"Vårgårda","kvinnor","totalt 20+ år","Median",242.7
"Vårgårda","kvinnor","20-24 år","Medelvärde",175.7
"Vårgårda","kvinnor","20-24 år","Median",180.1
"Vårgårda","totalt","totalt 16+ år","Medelvärde",279.8
"Vårgårda","totalt","totalt 16+ år","Median",275.1
"Vårgårda","totalt","16-19 år","Medelvärde",32.1
"Vårgårda","totalt","16-19 år","Median",10.1
"Vårgårda","totalt","totalt 20+ år","Medelvärde",294.6
"Vårgårda","totalt","totalt 20+ år","Median",287.8
"Vårgårda","totalt","20-24 år","Medelvärde",201.2
"Vårgårda","totalt","20-24 år","Median",207.3
"Bollebygd","män","totalt 16+ år","Medelvärde",359.5
"Bollebygd","män","totalt 16+ år","Median",346
"Bollebygd","män","16-19 år","Medelvärde",35.4
"Bollebygd","män","16-19 år","Median",12
"Bollebygd","män","totalt 20+ år","Medelvärde",378.7
"Bollebygd","män","totalt 20+ år","Median",357.1
"Bollebygd","män","20-24 år","Medelvärde",213.5
"Bollebygd","män","20-24 år","Median",228.6
"Bollebygd","kvinnor","totalt 16+ år","Medelvärde",270.9
"Bollebygd","kvinnor","totalt 16+ år","Median",264
"Bollebygd","kvinnor","16-19 år","Medelvärde",26.8
"Bollebygd","kvinnor","16-19 år","Median",8.5
"Bollebygd","kvinnor","totalt 20+ år","Medelvärde",285.2
"Bollebygd","kvinnor","totalt 20+ år","Median",275.6
"Bollebygd","kvinnor","20-24 år","Medelvärde",156.2
"Bollebygd","kvinnor","20-24 år","Median",134.5
"Bollebygd","totalt","totalt 16+ år","Medelvärde",315.6
"Bollebygd","totalt","totalt 16+ år","Median",305.3
"Bollebygd","totalt","16-19 år","Medelvärde",31.2
"Bollebygd","totalt","16-19 år","Median",9.9
"Bollebygd","totalt","totalt 20+ år","Medelvärde",332.3
"Bollebygd","totalt","totalt 20+ år","Median",315.5
"Bollebygd","totalt","20-24 år","Medelvärde",190
"Bollebygd","totalt","20-24 år","Median",189.1
"Grästorp","män","totalt 16+ år","Medelvärde",315.9
"Grästorp","män","totalt 16+ år","Median",309.4
"Grästorp","män","16-19 år","Medelvärde",33.5
"Grästorp","män","16-19 år","Median",12.7
"Grästorp","män","totalt 20+ år","Medelvärde",330.9
"Grästorp","män","totalt 20+ år","Median",319.3
"Grästorp","män","20-24 år","Medelvärde",223.4
"Grästorp","män","20-24 år","Median",247.2
"Grästorp","kvinnor","totalt 16+ år","Medelvärde",239.8
"Grästorp","kvinnor","totalt 16+ år","Median",227.6
"Grästorp","kvinnor","16-19 år","Medelvärde",29.5
"Grästorp","kvinnor","16-19 år","Median",13.7
"Grästorp","kvinnor","totalt 20+ år","Medelvärde",252
"Grästorp","kvinnor","totalt 20+ år","Median",238.6
"Grästorp","kvinnor","20-24 år","Medelvärde",163.8
"Grästorp","kvinnor","20-24 år","Median",159
"Grästorp","totalt","totalt 16+ år","Medelvärde",278.2
"Grästorp","totalt","totalt 16+ år","Median",267.1
"Grästorp","totalt","16-19 år","Medelvärde",31.4
"Grästorp","totalt","16-19 år","Median",13.1
"Grästorp","totalt","totalt 20+ år","Medelvärde",291.9
"Grästorp","totalt","totalt 20+ år","Median",279.9
"Grästorp","totalt","20-24 år","Medelvärde",193.8
"Grästorp","totalt","20-24 år","Median",191.5
"Essunga","män","totalt 16+ år","Medelvärde",299.9
"Essunga","män","totalt 16+ år","Median",299.8
"Essunga","män","16-19 år","Medelvärde",36.7
"Essunga","män","16-19 år","Median",13.1
"Essunga","män","totalt 20+ år","Medelvärde",312.8
"Essunga","män","totalt 20+ år","Median",310.1
"Essunga","män","20-24 år","Medelvärde",221.7
"Essunga","män","20-24 år","Median",233.4
"Essunga","kvinnor","totalt 16+ år","Medelvärde",228.8
"Essunga","kvinnor","totalt 16+ år","Median",210.4
"Essunga","kvinnor","16-19 år","Medelvärde",34.6
"Essunga","kvinnor","16-19 år","Median",11.5
"Essunga","kvinnor","totalt 20+ år","Medelvärde",240.2
"Essunga","kvinnor","totalt 20+ år","Median",223.2
"Essunga","kvinnor","20-24 år","Medelvärde",158.4
"Essunga","kvinnor","20-24 år","Median",154
"Essunga","totalt","totalt 16+ år","Medelvärde",264.6
"Essunga","totalt","totalt 16+ år","Median",251.3
"Essunga","totalt","16-19 år","Medelvärde",35.5
"Essunga","totalt","16-19 år","Median",11.6
"Essunga","totalt","totalt 20+ år","Medelvärde",276.9
"Essunga","totalt","totalt 20+ år","Median",262.3
"Essunga","totalt","20-24 år","Medelvärde",189.4
"Essunga","totalt","20-24 år","Median",184.6
"Karlsborg","män","totalt 16+ år","Medelvärde",316.8
"Karlsborg","män","totalt 16+ år","Median",309
"Karlsborg","män","16-19 år","Medelvärde",38.3
"Karlsborg","män","16-19 år","Median",15.6
"Karlsborg","män","totalt 20+ år","Medelvärde",328.9
"Karlsborg","män","totalt 20+ år","Median",316.8
"Karlsborg","män","20-24 år","Medelvärde",238.2
"Karlsborg","män","20-24 år","Median",262
"Karlsborg","kvinnor","totalt 16+ år","Medelvärde",238.5
"Karlsborg","kvinnor","totalt 16+ år","Median",221.8
"Karlsborg","kvinnor","16-19 år","Medelvärde",30.1
"Karlsborg","kvinnor","16-19 år","Median",16.5
"Karlsborg","kvinnor","totalt 20+ år","Medelvärde",248.5
"Karlsborg","kvinnor","totalt 20+ år","Median",230.5
"Karlsborg","kvinnor","20-24 år","Medelvärde",180.6
"Karlsborg","kvinnor","20-24 år","Median",184.2
"Karlsborg","totalt","totalt 16+ år","Medelvärde",278.2
"Karlsborg","totalt","totalt 16+ år","Median",261.7
"Karlsborg","totalt","16-19 år","Medelvärde",34.1
"Karlsborg","totalt","16-19 år","Median",16.1
"Karlsborg","totalt","totalt 20+ år","Medelvärde",289.4
"Karlsborg","totalt","totalt 20+ år","Median",272
"Karlsborg","totalt","20-24 år","Medelvärde",212.6
"Karlsborg","totalt","20-24 år","Median",229.9
"Gullspång","män","totalt 16+ år","Medelvärde",273
"Gullspång","män","totalt 16+ år","Median",260.6
"Gullspång","män","16-19 år","Medelvärde",37.4
"Gullspång","män","16-19 år","Median",5
"Gullspång","män","totalt 20+ år","Medelvärde",287.6
"Gullspång","män","totalt 20+ år","Median",277
"Gullspång","män","20-24 år","Medelvärde",191.4
"Gullspång","män","20-24 år","Median",195.5
"Gullspång","kvinnor","totalt 16+ år","Medelvärde",217.7
"Gullspång","kvinnor","totalt 16+ år","Median",198.2
"Gullspång","kvinnor","16-19 år","Medelvärde",25.6
"Gullspång","kvinnor","16-19 år","Median",8.5
"Gullspång","kvinnor","totalt 20+ år","Medelvärde",228
"Gullspång","kvinnor","totalt 20+ år","Median",208.3
"Gullspång","kvinnor","20-24 år","Medelvärde",141.9
"Gullspång","kvinnor","20-24 år","Median",130.9
"Gullspång","totalt","totalt 16+ år","Medelvärde",245.9
"Gullspång","totalt","totalt 16+ år","Median",229.8
"Gullspång","totalt","16-19 år","Medelvärde",32
"Gullspång","totalt","16-19 år","Median",5.3
"Gullspång","totalt","totalt 20+ år","Medelvärde",258.3
"Gullspång","totalt","totalt 20+ år","Median",238.9
"Gullspång","totalt","20-24 år","Medelvärde",168.3
"Gullspång","totalt","20-24 år","Median",154.2
"Tranemo","män","totalt 16+ år","Medelvärde",313.6
"Tranemo","män","totalt 16+ år","Median",321.4
"Tranemo","män","16-19 år","Medelvärde",39.8
"Tranemo","män","16-19 år","Median",14.6
"Tranemo","män","totalt 20+ år","Medelvärde",332.3
"Tranemo","män","totalt 20+ år","Median",334.5
"Tranemo","män","20-24 år","Medelvärde",242.7
"Tranemo","män","20-24 år","Median",273.8
"Tranemo","kvinnor","totalt 16+ år","Medelvärde",240.6
"Tranemo","kvinnor","totalt 16+ år","Median",234.8
"Tranemo","kvinnor","16-19 år","Medelvärde",37.5
"Tranemo","kvinnor","16-19 år","Median",18.3
"Tranemo","kvinnor","totalt 20+ år","Medelvärde",252.8
"Tranemo","kvinnor","totalt 20+ år","Median",248.3
"Tranemo","kvinnor","20-24 år","Medelvärde",196
"Tranemo","kvinnor","20-24 år","Median",207.9
"Tranemo","totalt","totalt 16+ år","Medelvärde",278.5
"Tranemo","totalt","totalt 16+ år","Median",275.6
"Tranemo","totalt","16-19 år","Medelvärde",38.8
"Tranemo","totalt","16-19 år","Median",15.9
"Tranemo","totalt","totalt 20+ år","Medelvärde",293.9
"Tranemo","totalt","totalt 20+ år","Median",288.9
"Tranemo","totalt","20-24 år","Medelvärde",222
"Tranemo","totalt","20-24 år","Median",246.9
"Bengtsfors","män","totalt 16+ år","Medelvärde",274.7
"Bengtsfors","män","totalt 16+ år","Median",259.5
"Bengtsfors","män","16-19 år","Medelvärde",32.1
"Bengtsfors","män","16-19 år","Median",11.2
"Bengtsfors","män","totalt 20+ år","Medelvärde",285.3
"Bengtsfors","män","totalt 20+ år","Median",270.3
"Bengtsfors","män","20-24 år","Medelvärde",208.4
"Bengtsfors","män","20-24 år","Median",223.2
"Bengtsfors","kvinnor","totalt 16+ år","Medelvärde",219.4
"Bengtsfors","kvinnor","totalt 16+ år","Median",203.2
"Bengtsfors","kvinnor","16-19 år","Medelvärde",35.1
"Bengtsfors","kvinnor","16-19 år","Median",16.8
"Bengtsfors","kvinnor","totalt 20+ år","Medelvärde",228.4
"Bengtsfors","kvinnor","totalt 20+ år","Median",212.9
"Bengtsfors","kvinnor","20-24 år","Medelvärde",148.7
"Bengtsfors","kvinnor","20-24 år","Median",138.7
"Bengtsfors","totalt","totalt 16+ år","Medelvärde",247.9
"Bengtsfors","totalt","totalt 16+ år","Median",232.4
"Bengtsfors","totalt","16-19 år","Medelvärde",33.6
"Bengtsfors","totalt","16-19 år","Median",13.5
"Bengtsfors","totalt","totalt 20+ år","Medelvärde",257.8
"Bengtsfors","totalt","totalt 20+ år","Median",242.1
"Bengtsfors","totalt","20-24 år","Medelvärde",181.6
"Bengtsfors","totalt","20-24 år","Median",180.3
"Mellerud","män","totalt 16+ år","Medelvärde",267.2
"Mellerud","män","totalt 16+ år","Median",255.6
"Mellerud","män","16-19 år","Medelvärde",30.4
"Mellerud","män","16-19 år","Median",15.5
"Mellerud","män","totalt 20+ år","Medelvärde",280.2
"Mellerud","män","totalt 20+ år","Median",267.2
"Mellerud","män","20-24 år","Medelvärde",193.9
"Mellerud","män","20-24 år","Median",209.7
"Mellerud","kvinnor","totalt 16+ år","Medelvärde",220.5
"Mellerud","kvinnor","totalt 16+ år","Median",202.6
"Mellerud","kvinnor","16-19 år","Medelvärde",28
"Mellerud","kvinnor","16-19 år","Median",12.7
"Mellerud","kvinnor","totalt 20+ år","Medelvärde",229.7
"Mellerud","kvinnor","totalt 20+ år","Median",212.9
"Mellerud","kvinnor","20-24 år","Medelvärde",155.6
"Mellerud","kvinnor","20-24 år","Median",153.7
"Mellerud","totalt","totalt 16+ år","Medelvärde",244.5
"Mellerud","totalt","totalt 16+ år","Median",230.3
"Mellerud","totalt","16-19 år","Medelvärde",29.3
"Mellerud","totalt","16-19 år","Median",14.6
"Mellerud","totalt","totalt 20+ år","Medelvärde",255.5
"Mellerud","totalt","totalt 20+ år","Median",240.5
"Mellerud","totalt","20-24 år","Medelvärde",177.2
"Mellerud","totalt","20-24 år","Median",174.9
"Lilla Edet","män","totalt 16+ år","Medelvärde",320.5
"Lilla Edet","män","totalt 16+ år","Median",324.9
"Lilla Edet","män","16-19 år","Medelvärde",34.3
"Lilla Edet","män","16-19 år","Median",5
"Lilla Edet","män","totalt 20+ år","Medelvärde",335.1
"Lilla Edet","män","totalt 20+ år","Median",335.3
"Lilla Edet","män","20-24 år","Medelvärde",230.9
"Lilla Edet","män","20-24 år","Median",257.4
"Lilla Edet","kvinnor","totalt 16+ år","Medelvärde",243.1
"Lilla Edet","kvinnor","totalt 16+ år","Median",232.1
"Lilla Edet","kvinnor","16-19 år","Medelvärde",33.4
"Lilla Edet","kvinnor","16-19 år","Median",10.5
"Lilla Edet","kvinnor","totalt 20+ år","Medelvärde",254.6
"Lilla Edet","kvinnor","totalt 20+ år","Median",243.7
"Lilla Edet","kvinnor","20-24 år","Medelvärde",171.1
"Lilla Edet","kvinnor","20-24 år","Median",175.7
"Lilla Edet","totalt","totalt 16+ år","Medelvärde",283.5
"Lilla Edet","totalt","totalt 16+ år","Median",275.4
"Lilla Edet","totalt","16-19 år","Medelvärde",33.9
"Lilla Edet","totalt","16-19 år","Median",7
"Lilla Edet","totalt","totalt 20+ år","Medelvärde",296.7
"Lilla Edet","totalt","totalt 20+ år","Median",286.7
"Lilla Edet","totalt","20-24 år","Medelvärde",204
"Lilla Edet","totalt","20-24 år","Median",212.7
"Mark","män","totalt 16+ år","Medelvärde",318.3
"Mark","män","totalt 16+ år","Median",314.4
"Mark","män","16-19 år","Medelvärde",34.1
"Mark","män","16-19 år","Median",12.5
"Mark","män","totalt 20+ år","Medelvärde",336.3
"Mark","män","totalt 20+ år","Median",326.1
"Mark","män","20-24 år","Medelvärde",210.8
"Mark","män","20-24 år","Median",230
"Mark","kvinnor","totalt 16+ år","Medelvärde",240.6
"Mark","kvinnor","totalt 16+ år","Median",227.6
"Mark","kvinnor","16-19 år","Medelvärde",32.4
"Mark","kvinnor","16-19 år","Median",13.1
"Mark","kvinnor","totalt 20+ år","Medelvärde",252.8
"Mark","kvinnor","totalt 20+ år","Median",239.9
"Mark","kvinnor","20-24 år","Medelvärde",169.3
"Mark","kvinnor","20-24 år","Median",170.8
"Mark","totalt","totalt 16+ år","Medelvärde",279.7
"Mark","totalt","totalt 16+ år","Median",268.4
"Mark","totalt","16-19 år","Medelvärde",33.3
"Mark","totalt","16-19 år","Median",12.7
"Mark","totalt","totalt 20+ år","Medelvärde",294.7
"Mark","totalt","totalt 20+ år","Median",281.6
"Mark","totalt","20-24 år","Medelvärde",191.6
"Mark","totalt","20-24 år","Median",195.5
"Svenljunga","män","totalt 16+ år","Medelvärde",295.8
"Svenljunga","män","totalt 16+ år","Median",293.8
"Svenljunga","män","16-19 år","Medelvärde",34.2
"Svenljunga","män","16-19 år","Median",11.1
"Svenljunga","män","totalt 20+ år","Medelvärde",313.7
"Svenljunga","män","totalt 20+ år","Median",309.4
"Svenljunga","män","20-24 år","Medelvärde",211
"Svenljunga","män","20-24 år","Median",233.9
"Svenljunga","kvinnor","totalt 16+ år","Medelvärde",230.5
"Svenljunga","kvinnor","totalt 16+ år","Median",215.5
"Svenljunga","kvinnor","16-19 år","Medelvärde",33.2
"Svenljunga","kvinnor","16-19 år","Median",10.5
"Svenljunga","kvinnor","totalt 20+ år","Medelvärde",241
"Svenljunga","kvinnor","totalt 20+ år","Median",226.7
"Svenljunga","kvinnor","20-24 år","Medelvärde",167
"Svenljunga","kvinnor","20-24 år","Median",168.2
"Svenljunga","totalt","totalt 16+ år","Medelvärde",263.9
"Svenljunga","totalt","totalt 16+ år","Median",255
"Svenljunga","totalt","16-19 år","Medelvärde",33.8
"Svenljunga","totalt","16-19 år","Median",10.7
"Svenljunga","totalt","totalt 20+ år","Medelvärde",277.9
"Svenljunga","totalt","totalt 20+ år","Median",267.1
"Svenljunga","totalt","20-24 år","Medelvärde",189.2
"Svenljunga","totalt","20-24 år","Median",199
"Herrljunga","män","totalt 16+ år","Medelvärde",305.5
"Herrljunga","män","totalt 16+ år","Median",306.7
"Herrljunga","män","16-19 år","Medelvärde",35.3
"Herrljunga","män","16-19 år","Median",17.9
"Herrljunga","män","totalt 20+ år","Medelvärde",322.6
"Herrljunga","män","totalt 20+ år","Median",321.1
"Herrljunga","män","20-24 år","Medelvärde",239.5
"Herrljunga","män","20-24 år","Median",257.6
"Herrljunga","kvinnor","totalt 16+ år","Medelvärde",236.4
"Herrljunga","kvinnor","totalt 16+ år","Median",218.1
"Herrljunga","kvinnor","16-19 år","Medelvärde",36.8
"Herrljunga","kvinnor","16-19 år","Median",18.9
"Herrljunga","kvinnor","totalt 20+ år","Medelvärde",247.1
"Herrljunga","kvinnor","totalt 20+ år","Median",232.3
"Herrljunga","kvinnor","20-24 år","Medelvärde",181.1
"Herrljunga","kvinnor","20-24 år","Median",188.1
"Herrljunga","totalt","totalt 16+ år","Medelvärde",271.8
"Herrljunga","totalt","totalt 16+ år","Median",260.5
"Herrljunga","totalt","16-19 år","Medelvärde",36
"Herrljunga","totalt","16-19 år","Median",18
"Herrljunga","totalt","totalt 20+ år","Medelvärde",285.6
"Herrljunga","totalt","totalt 20+ år","Median",274.1
"Herrljunga","totalt","20-24 år","Medelvärde",213.5
"Herrljunga","totalt","20-24 år","Median",218.8
"Vara","män","totalt 16+ år","Medelvärde",297.5
"Vara","män","totalt 16+ år","Median",300
"Vara","män","16-19 år","Medelvärde",29.1
"Vara","män","16-19 år","Median",13.1
"Vara","män","totalt 20+ år","Medelvärde",312.5
"Vara","män","totalt 20+ år","Median",313.7
"Vara","män","20-24 år","Medelvärde",240.7
"Vara","män","20-24 år","Median",270.2
"Vara","kvinnor","totalt 16+ år","Medelvärde",231.4
"Vara","kvinnor","totalt 16+ år","Median",218.9
"Vara","kvinnor","16-19 år","Medelvärde",32
"Vara","kvinnor","16-19 år","Median",10.9
"Vara","kvinnor","totalt 20+ år","Medelvärde",242.2
"Vara","kvinnor","totalt 20+ år","Median",230.5
"Vara","kvinnor","20-24 år","Medelvärde",171.2
"Vara","kvinnor","20-24 år","Median",161.5
"Vara","totalt","totalt 16+ år","Medelvärde",265.4
"Vara","totalt","totalt 16+ år","Median",257.1
"Vara","totalt","16-19 år","Medelvärde",30.5
"Vara","totalt","16-19 år","Median",12.6
"Vara","totalt","totalt 20+ år","Medelvärde",278.3
"Vara","totalt","totalt 20+ år","Median",270
"Vara","totalt","20-24 år","Medelvärde",209.9
